date,actual_Appliances,predicted_Appliances,record_type
2016-05-08 09:40:00,80.0,139.11,Test Evaluation
2016-05-08 09:50:00,80.0,162.6,Test Evaluation
2016-05-08 10:00:00,410.0,105.33,Test Evaluation
2016-05-08 10:10:00,180.0,142.72,Test Evaluation
2016-05-08 10:20:00,50.0,171.98,Test Evaluation
2016-05-08 10:30:00,60.0,177.46,Test Evaluation
2016-05-08 10:40:00,50.0,169.71,Test Evaluation
2016-05-08 10:50:00,60.0,158.1,Test Evaluation
2016-05-08 11:00:00,50.0,81.6,Test Evaluation
2016-05-08 11:10:00,50.0,78.14,Test Evaluation
2016-05-08 11:20:00,50.0,87.34,Test Evaluation
2016-05-08 11:30:00,50.0,95.47,Test Evaluation
2016-05-08 11:40:00,60.0,94.81,Test Evaluation
2016-05-08 11:50:00,40.0,85.43,Test Evaluation
2016-05-08 12:00:00,60.0,83.84,Test Evaluation
2016-05-08 12:10:00,50.0,85.84,Test Evaluation
2016-05-08 12:20:00,60.0,86.19,Test Evaluation
2016-05-08 12:30:00,60.0,87.33,Test Evaluation
2016-05-08 12:40:00,60.0,86.38,Test Evaluation
2016-05-08 12:50:00,50.0,90.69,Test Evaluation
2016-05-08 13:00:00,60.0,86.86,Test Evaluation
2016-05-08 13:10:00,60.0,89.35,Test Evaluation
2016-05-08 13:20:00,50.0,86.49,Test Evaluation
2016-05-08 13:30:00,60.0,84.56,Test Evaluation
2016-05-08 13:40:00,60.0,84.25,Test Evaluation
2016-05-08 13:50:00,50.0,87.41,Test Evaluation
2016-05-08 14:00:00,60.0,88.01,Test Evaluation
2016-05-08 14:10:00,60.0,88.9,Test Evaluation
2016-05-08 14:20:00,50.0,94.81,Test Evaluation
2016-05-08 14:30:00,60.0,91.84,Test Evaluation
2016-05-08 14:40:00,50.0,92.33,Test Evaluation
2016-05-08 14:50:00,60.0,95.93,Test Evaluation
2016-05-08 15:00:00,40.0,94.23,Test Evaluation
2016-05-08 15:10:00,50.0,91.33,Test Evaluation
2016-05-08 15:20:00,50.0,92.63,Test Evaluation
2016-05-08 15:30:00,50.0,91.4,Test Evaluation
2016-05-08 15:40:00,50.0,91.39,Test Evaluation
2016-05-08 15:50:00,60.0,86.59,Test Evaluation
2016-05-08 16:00:00,60.0,93.53,Test Evaluation
2016-05-08 16:10:00,50.0,104.41,Test Evaluation
2016-05-08 16:20:00,60.0,103.06,Test Evaluation
2016-05-08 16:30:00,50.0,93.9,Test Evaluation
2016-05-08 16:40:00,60.0,93.72,Test Evaluation
2016-05-08 16:50:00,50.0,110.1,Test Evaluation
2016-05-08 17:00:00,70.0,99.88,Test Evaluation
2016-05-08 17:10:00,50.0,101.4,Test Evaluation
2016-05-08 17:20:00,60.0,99.01,Test Evaluation
2016-05-08 17:30:00,60.0,101.27,Test Evaluation
2016-05-08 17:40:00,60.0,108.41,Test Evaluation
2016-05-08 17:50:00,40.0,113.98,Test Evaluation
2016-05-08 18:00:00,60.0,110.21,Test Evaluation
2016-05-08 18:10:00,40.0,138.66,Test Evaluation
2016-05-08 18:20:00,50.0,136.78,Test Evaluation
2016-05-08 18:30:00,40.0,94.24,Test Evaluation
2016-05-08 18:40:00,50.0,86.05,Test Evaluation
2016-05-08 18:50:00,60.0,89.09,Test Evaluation
2016-05-08 19:00:00,50.0,88.42,Test Evaluation
2016-05-08 19:10:00,60.0,91.54,Test Evaluation
2016-05-08 19:20:00,50.0,89.64,Test Evaluation
2016-05-08 19:30:00,50.0,96.18,Test Evaluation
2016-05-08 19:40:00,60.0,87.21,Test Evaluation
2016-05-08 19:50:00,90.0,95.6,Test Evaluation
2016-05-08 20:00:00,70.0,88.02,Test Evaluation
2016-05-08 20:10:00,90.0,85.22,Test Evaluation
2016-05-08 20:20:00,80.0,92.8,Test Evaluation
2016-05-08 20:30:00,80.0,106.04,Test Evaluation
2016-05-08 20:40:00,70.0,94.62,Test Evaluation
2016-05-08 20:50:00,80.0,88.02,Test Evaluation
2016-05-08 21:00:00,70.0,88.76,Test Evaluation
2016-05-08 21:10:00,80.0,82.72,Test Evaluation
2016-05-08 21:20:00,60.0,81.75,Test Evaluation
2016-05-08 21:30:00,50.0,77.71,Test Evaluation
2016-05-08 21:40:00,60.0,71.68,Test Evaluation
2016-05-08 21:50:00,60.0,67.19,Test Evaluation
2016-05-08 22:00:00,60.0,68.06,Test Evaluation
2016-05-08 22:10:00,60.0,66.65,Test Evaluation
2016-05-08 22:20:00,60.0,69.1,Test Evaluation
2016-05-08 22:30:00,60.0,70.54,Test Evaluation
2016-05-08 22:40:00,50.0,69.23,Test Evaluation
2016-05-08 22:50:00,60.0,66.92,Test Evaluation
2016-05-08 23:00:00,50.0,68.58,Test Evaluation
2016-05-08 23:10:00,60.0,65.97,Test Evaluation
2016-05-08 23:20:00,50.0,67.43,Test Evaluation
2016-05-08 23:30:00,60.0,67.56,Test Evaluation
2016-05-08 23:40:00,60.0,69.38,Test Evaluation
2016-05-08 23:50:00,40.0,69.3,Test Evaluation
2016-05-09 00:00:00,60.0,61.92,Test Evaluation
2016-05-09 00:10:00,50.0,61.06,Test Evaluation
2016-05-09 00:20:00,50.0,62.35,Test Evaluation
2016-05-09 00:30:00,50.0,59.01,Test Evaluation
2016-05-09 00:40:00,60.0,58.99,Test Evaluation
2016-05-09 00:50:00,60.0,63.74,Test Evaluation
2016-05-09 01:00:00,50.0,63.32,Test Evaluation
2016-05-09 01:10:00,70.0,63.96,Test Evaluation
2016-05-09 01:20:00,50.0,66.55,Test Evaluation
2016-05-09 01:30:00,60.0,67.57,Test Evaluation
2016-05-09 01:40:00,60.0,67.58,Test Evaluation
2016-05-09 01:50:00,60.0,67.49,Test Evaluation
2016-05-09 02:00:00,50.0,68.24,Test Evaluation
2016-05-09 02:10:00,60.0,65.38,Test Evaluation
2016-05-09 02:20:00,60.0,67.7,Test Evaluation
2016-05-09 02:30:00,60.0,69.13,Test Evaluation
2016-05-09 02:40:00,50.0,70.15,Test Evaluation
2016-05-09 02:50:00,50.0,67.06,Test Evaluation
2016-05-09 03:00:00,50.0,69.99,Test Evaluation
2016-05-09 03:10:00,60.0,67.49,Test Evaluation
2016-05-09 03:20:00,40.0,68.17,Test Evaluation
2016-05-09 03:30:00,50.0,65.86,Test Evaluation
2016-05-09 03:40:00,60.0,65.56,Test Evaluation
2016-05-09 03:50:00,60.0,66.43,Test Evaluation
2016-05-09 04:00:00,50.0,67.72,Test Evaluation
2016-05-09 04:10:00,60.0,64.07,Test Evaluation
2016-05-09 04:20:00,60.0,68.6,Test Evaluation
2016-05-09 04:30:00,50.0,68.61,Test Evaluation
2016-05-09 04:40:00,60.0,67.22,Test Evaluation
2016-05-09 04:50:00,60.0,67.04,Test Evaluation
2016-05-09 05:00:00,90.0,70.58,Test Evaluation
2016-05-09 05:10:00,70.0,72.27,Test Evaluation
2016-05-09 05:20:00,50.0,80.15,Test Evaluation
2016-05-09 05:30:00,60.0,79.45,Test Evaluation
2016-05-09 05:40:00,70.0,79.24,Test Evaluation
2016-05-09 05:50:00,50.0,76.1,Test Evaluation
2016-05-09 06:00:00,60.0,70.87,Test Evaluation
2016-05-09 06:10:00,40.0,60.9,Test Evaluation
2016-05-09 06:20:00,70.0,61.3,Test Evaluation
2016-05-09 06:30:00,50.0,62.06,Test Evaluation
2016-05-09 06:40:00,60.0,59.57,Test Evaluation
2016-05-09 06:50:00,50.0,63.54,Test Evaluation
2016-05-09 07:00:00,60.0,74.32,Test Evaluation
2016-05-09 07:10:00,50.0,68.29,Test Evaluation
2016-05-09 07:20:00,60.0,66.4,Test Evaluation
2016-05-09 07:30:00,60.0,72.76,Test Evaluation
2016-05-09 07:40:00,60.0,92.66,Test Evaluation
2016-05-09 07:50:00,50.0,97.77,Test Evaluation
2016-05-09 08:00:00,50.0,80.64,Test Evaluation
2016-05-09 08:10:00,70.0,90.93,Test Evaluation
2016-05-09 08:20:00,50.0,100.44,Test Evaluation
2016-05-09 08:30:00,70.0,84.35,Test Evaluation
2016-05-09 08:40:00,60.0,100.46,Test Evaluation
2016-05-09 08:50:00,70.0,86.61,Test Evaluation
2016-05-09 09:00:00,70.0,104.68,Test Evaluation
2016-05-09 09:10:00,70.0,99.59,Test Evaluation
2016-05-09 09:20:00,70.0,96.55,Test Evaluation
2016-05-09 09:30:00,70.0,98.18,Test Evaluation
2016-05-09 09:40:00,60.0,109.25,Test Evaluation
2016-05-09 09:50:00,60.0,96.15,Test Evaluation
2016-05-09 10:00:00,60.0,113.82,Test Evaluation
2016-05-09 10:10:00,60.0,101.23,Test Evaluation
2016-05-09 10:20:00,50.0,93.21,Test Evaluation
2016-05-09 10:30:00,60.0,90.76,Test Evaluation
2016-05-09 10:40:00,50.0,91.59,Test Evaluation
2016-05-09 10:50:00,50.0,93.09,Test Evaluation
2016-05-09 11:00:00,50.0,90.44,Test Evaluation
2016-05-09 11:10:00,50.0,87.04,Test Evaluation
2016-05-09 11:20:00,60.0,86.25,Test Evaluation
2016-05-09 11:30:00,60.0,105.3,Test Evaluation
2016-05-09 11:40:00,80.0,106.76,Test Evaluation
2016-05-09 11:50:00,70.0,98.76,Test Evaluation
2016-05-09 12:00:00,70.0,93.0,Test Evaluation
2016-05-09 12:10:00,60.0,95.66,Test Evaluation
2016-05-09 12:20:00,230.0,96.17,Test Evaluation
2016-05-09 12:30:00,190.0,153.42,Test Evaluation
2016-05-09 12:40:00,180.0,158.52,Test Evaluation
2016-05-09 12:50:00,80.0,177.09,Test Evaluation
2016-05-09 13:00:00,80.0,168.95,Test Evaluation
2016-05-09 13:10:00,60.0,162.79,Test Evaluation
2016-05-09 13:20:00,360.0,122.12,Test Evaluation
2016-05-09 13:30:00,370.0,152.29,Test Evaluation
2016-05-09 13:40:00,110.0,180.03,Test Evaluation
2016-05-09 13:50:00,60.0,191.54,Test Evaluation
2016-05-09 14:00:00,70.0,187.98,Test Evaluation
2016-05-09 14:10:00,240.0,190.34,Test Evaluation
2016-05-09 14:20:00,60.0,148.55,Test Evaluation
2016-05-09 14:30:00,50.0,101.37,Test Evaluation
2016-05-09 14:40:00,60.0,109.47,Test Evaluation
2016-05-09 14:50:00,50.0,114.53,Test Evaluation
2016-05-09 15:00:00,60.0,111.56,Test Evaluation
2016-05-09 15:10:00,80.0,73.53,Test Evaluation
2016-05-09 15:20:00,60.0,90.69,Test Evaluation
2016-05-09 15:30:00,80.0,94.52,Test Evaluation
2016-05-09 15:40:00,70.0,118.29,Test Evaluation
2016-05-09 15:50:00,70.0,123.58,Test Evaluation
2016-05-09 16:00:00,70.0,133.4,Test Evaluation
2016-05-09 16:10:00,70.0,117.18,Test Evaluation
2016-05-09 16:20:00,70.0,120.45,Test Evaluation
2016-05-09 16:30:00,70.0,118.37,Test Evaluation
2016-05-09 16:40:00,100.0,120.25,Test Evaluation
2016-05-09 16:50:00,90.0,137.47,Test Evaluation
2016-05-09 17:00:00,90.0,150.76,Test Evaluation
2016-05-09 17:10:00,90.0,137.01,Test Evaluation
2016-05-09 17:20:00,170.0,139.57,Test Evaluation
2016-05-09 17:30:00,410.0,153.17,Test Evaluation
2016-05-09 17:40:00,540.0,191.28,Test Evaluation
2016-05-09 17:50:00,310.0,255.11,Test Evaluation
2016-05-09 18:00:00,110.0,266.67,Test Evaluation
2016-05-09 18:10:00,110.0,261.54,Test Evaluation
2016-05-09 18:20:00,110.0,256.09,Test Evaluation
2016-05-09 18:30:00,120.0,194.31,Test Evaluation
2016-05-09 18:40:00,160.0,133.6,Test Evaluation
2016-05-09 18:50:00,110.0,119.26,Test Evaluation
2016-05-09 19:00:00,120.0,134.45,Test Evaluation
2016-05-09 19:10:00,110.0,124.92,Test Evaluation
2016-05-09 19:20:00,110.0,113.96,Test Evaluation
2016-05-09 19:30:00,110.0,112.39,Test Evaluation
2016-05-09 19:40:00,100.0,103.9,Test Evaluation
2016-05-09 19:50:00,110.0,106.63,Test Evaluation
2016-05-09 20:00:00,100.0,103.87,Test Evaluation
2016-05-09 20:10:00,100.0,103.97,Test Evaluation
2016-05-09 20:20:00,100.0,101.21,Test Evaluation
2016-05-09 20:30:00,120.0,118.83,Test Evaluation
2016-05-09 20:40:00,80.0,120.87,Test Evaluation
2016-05-09 20:50:00,70.0,115.54,Test Evaluation
2016-05-09 21:00:00,70.0,120.75,Test Evaluation
2016-05-09 21:10:00,70.0,107.25,Test Evaluation
2016-05-09 21:20:00,70.0,101.66,Test Evaluation
2016-05-09 21:30:00,70.0,94.85,Test Evaluation
2016-05-09 21:40:00,80.0,96.36,Test Evaluation
2016-05-09 21:50:00,70.0,108.33,Test Evaluation
2016-05-09 22:00:00,70.0,99.48,Test Evaluation
2016-05-09 22:10:00,80.0,99.03,Test Evaluation
2016-05-09 22:20:00,70.0,100.88,Test Evaluation
2016-05-09 22:30:00,70.0,99.56,Test Evaluation
2016-05-09 22:40:00,80.0,109.38,Test Evaluation
2016-05-09 22:50:00,60.0,89.61,Test Evaluation
2016-05-09 23:00:00,60.0,76.96,Test Evaluation
2016-05-09 23:10:00,60.0,74.13,Test Evaluation
2016-05-09 23:20:00,60.0,70.97,Test Evaluation
2016-05-09 23:30:00,60.0,70.95,Test Evaluation
2016-05-09 23:40:00,50.0,67.19,Test Evaluation
2016-05-09 23:50:00,70.0,65.77,Test Evaluation
2016-05-10 00:00:00,50.0,56.82,Test Evaluation
2016-05-10 00:10:00,50.0,56.32,Test Evaluation
2016-05-10 00:20:00,60.0,55.2,Test Evaluation
2016-05-10 00:30:00,50.0,55.97,Test Evaluation
2016-05-10 00:40:00,50.0,57.38,Test Evaluation
2016-05-10 00:50:00,50.0,52.98,Test Evaluation
2016-05-10 01:00:00,50.0,53.35,Test Evaluation
2016-05-10 01:10:00,50.0,52.92,Test Evaluation
2016-05-10 01:20:00,50.0,50.68,Test Evaluation
2016-05-10 01:30:00,60.0,51.56,Test Evaluation
2016-05-10 01:40:00,50.0,54.69,Test Evaluation
2016-05-10 01:50:00,70.0,56.14,Test Evaluation
2016-05-10 02:00:00,60.0,58.59,Test Evaluation
2016-05-10 02:10:00,50.0,60.9,Test Evaluation
2016-05-10 02:20:00,70.0,61.3,Test Evaluation
2016-05-10 02:30:00,50.0,61.99,Test Evaluation
2016-05-10 02:40:00,60.0,61.78,Test Evaluation
2016-05-10 02:50:00,50.0,58.29,Test Evaluation
2016-05-10 03:00:00,70.0,58.35,Test Evaluation
2016-05-10 03:10:00,50.0,62.86,Test Evaluation
2016-05-10 03:20:00,60.0,57.66,Test Evaluation
2016-05-10 03:30:00,50.0,61.16,Test Evaluation
2016-05-10 03:40:00,60.0,59.51,Test Evaluation
2016-05-10 03:50:00,50.0,62.26,Test Evaluation
2016-05-10 04:00:00,50.0,56.63,Test Evaluation
2016-05-10 04:10:00,50.0,59.06,Test Evaluation
2016-05-10 04:20:00,50.0,56.43,Test Evaluation
2016-05-10 04:30:00,50.0,56.51,Test Evaluation
2016-05-10 04:40:00,50.0,55.25,Test Evaluation
2016-05-10 04:50:00,50.0,57.8,Test Evaluation
2016-05-10 05:00:00,100.0,60.49,Test Evaluation
2016-05-10 05:10:00,50.0,66.68,Test Evaluation
2016-05-10 05:20:00,80.0,72.32,Test Evaluation
2016-05-10 05:30:00,60.0,66.52,Test Evaluation
2016-05-10 05:40:00,80.0,68.67,Test Evaluation
2016-05-10 05:50:00,60.0,82.01,Test Evaluation
2016-05-10 06:00:00,70.0,64.18,Test Evaluation
2016-05-10 06:10:00,70.0,73.44,Test Evaluation
2016-05-10 06:20:00,60.0,68.29,Test Evaluation
2016-05-10 06:30:00,60.0,76.83,Test Evaluation
2016-05-10 06:40:00,60.0,61.88,Test Evaluation
2016-05-10 06:50:00,60.0,63.32,Test Evaluation
2016-05-10 07:00:00,60.0,73.11,Test Evaluation
2016-05-10 07:10:00,80.0,59.58,Test Evaluation
2016-05-10 07:20:00,50.0,61.38,Test Evaluation
2016-05-10 07:30:00,60.0,59.69,Test Evaluation
2016-05-10 07:40:00,50.0,60.42,Test Evaluation
2016-05-10 07:50:00,60.0,57.75,Test Evaluation
2016-05-10 08:00:00,50.0,59.21,Test Evaluation
2016-05-10 08:10:00,60.0,52.68,Test Evaluation
2016-05-10 08:20:00,50.0,56.0,Test Evaluation
2016-05-10 08:30:00,60.0,55.58,Test Evaluation
2016-05-10 08:40:00,60.0,59.12,Test Evaluation
2016-05-10 08:50:00,60.0,59.53,Test Evaluation
2016-05-10 09:00:00,60.0,61.52,Test Evaluation
2016-05-10 09:10:00,60.0,61.29,Test Evaluation
2016-05-10 09:20:00,60.0,62.77,Test Evaluation
2016-05-10 09:30:00,50.0,63.21,Test Evaluation
2016-05-10 09:40:00,50.0,62.12,Test Evaluation
2016-05-10 09:50:00,50.0,59.81,Test Evaluation
2016-05-10 10:00:00,50.0,57.73,Test Evaluation
2016-05-10 10:10:00,50.0,56.68,Test Evaluation
2016-05-10 10:20:00,50.0,54.98,Test Evaluation
2016-05-10 10:30:00,60.0,57.77,Test Evaluation
2016-05-10 10:40:00,50.0,61.05,Test Evaluation
2016-05-10 10:50:00,60.0,58.53,Test Evaluation
2016-05-10 11:00:00,60.0,59.72,Test Evaluation
2016-05-10 11:10:00,60.0,61.72,Test Evaluation
2016-05-10 11:20:00,50.0,63.68,Test Evaluation
2016-05-10 11:30:00,60.0,61.38,Test Evaluation
2016-05-10 11:40:00,60.0,65.7,Test Evaluation
2016-05-10 11:50:00,50.0,65.9,Test Evaluation
2016-05-10 12:00:00,60.0,65.61,Test Evaluation
2016-05-10 12:10:00,60.0,66.4,Test Evaluation
2016-05-10 12:20:00,50.0,76.42,Test Evaluation
2016-05-10 12:30:00,60.0,73.66,Test Evaluation
2016-05-10 12:40:00,60.0,70.95,Test Evaluation
2016-05-10 12:50:00,60.0,65.64,Test Evaluation
2016-05-10 13:00:00,50.0,66.66,Test Evaluation
2016-05-10 13:10:00,60.0,65.84,Test Evaluation
2016-05-10 13:20:00,50.0,85.43,Test Evaluation
2016-05-10 13:30:00,60.0,83.61,Test Evaluation
2016-05-10 13:40:00,50.0,67.9,Test Evaluation
2016-05-10 13:50:00,50.0,67.02,Test Evaluation
2016-05-10 14:00:00,50.0,68.7,Test Evaluation
2016-05-10 14:10:00,50.0,76.75,Test Evaluation
2016-05-10 14:20:00,50.0,67.12,Test Evaluation
2016-05-10 14:30:00,50.0,64.16,Test Evaluation
2016-05-10 14:40:00,60.0,65.64,Test Evaluation
2016-05-10 14:50:00,60.0,65.95,Test Evaluation
2016-05-10 15:00:00,50.0,67.45,Test Evaluation
2016-05-10 15:10:00,60.0,67.9,Test Evaluation
2016-05-10 15:20:00,60.0,69.01,Test Evaluation
2016-05-10 15:30:00,60.0,72.23,Test Evaluation
2016-05-10 15:40:00,60.0,71.24,Test Evaluation
2016-05-10 15:50:00,50.0,70.81,Test Evaluation
2016-05-10 16:00:00,60.0,72.59,Test Evaluation
2016-05-10 16:10:00,50.0,72.64,Test Evaluation
2016-05-10 16:20:00,60.0,70.84,Test Evaluation
2016-05-10 16:30:00,70.0,68.97,Test Evaluation
2016-05-10 16:40:00,70.0,71.89,Test Evaluation
2016-05-10 16:50:00,70.0,73.92,Test Evaluation
2016-05-10 17:00:00,80.0,76.48,Test Evaluation
2016-05-10 17:10:00,70.0,84.5,Test Evaluation
2016-05-10 17:20:00,80.0,108.66,Test Evaluation
2016-05-10 17:30:00,80.0,113.87,Test Evaluation
2016-05-10 17:40:00,100.0,119.74,Test Evaluation
2016-05-10 17:50:00,350.0,98.34,Test Evaluation
2016-05-10 18:00:00,140.0,128.52,Test Evaluation
2016-05-10 18:10:00,80.0,133.56,Test Evaluation
2016-05-10 18:20:00,80.0,133.49,Test Evaluation
2016-05-10 18:30:00,100.0,134.86,Test Evaluation
2016-05-10 18:40:00,110.0,135.11,Test Evaluation
2016-05-10 18:50:00,100.0,77.61,Test Evaluation
2016-05-10 19:00:00,100.0,87.27,Test Evaluation
2016-05-10 19:10:00,100.0,96.98,Test Evaluation
2016-05-10 19:20:00,100.0,104.4,Test Evaluation
2016-05-10 19:30:00,140.0,96.02,Test Evaluation
2016-05-10 19:40:00,90.0,94.71,Test Evaluation
2016-05-10 19:50:00,100.0,94.01,Test Evaluation
2016-05-10 20:00:00,90.0,92.87,Test Evaluation
2016-05-10 20:10:00,100.0,94.17,Test Evaluation
2016-05-10 20:20:00,90.0,95.09,Test Evaluation
2016-05-10 20:30:00,90.0,85.93,Test Evaluation
2016-05-10 20:40:00,100.0,86.83,Test Evaluation
2016-05-10 20:50:00,100.0,85.34,Test Evaluation
2016-05-10 21:00:00,110.0,95.49,Test Evaluation
2016-05-10 21:10:00,70.0,85.56,Test Evaluation
2016-05-10 21:20:00,60.0,83.24,Test Evaluation
2016-05-10 21:30:00,60.0,79.61,Test Evaluation
2016-05-10 21:40:00,50.0,73.31,Test Evaluation
2016-05-10 21:50:00,60.0,65.95,Test Evaluation
2016-05-10 22:00:00,60.0,59.1,Test Evaluation
2016-05-10 22:10:00,60.0,61.71,Test Evaluation
2016-05-10 22:20:00,50.0,62.1,Test Evaluation
2016-05-10 22:30:00,60.0,60.48,Test Evaluation
2016-05-10 22:40:00,60.0,63.88,Test Evaluation
2016-05-10 22:50:00,60.0,62.66,Test Evaluation
2016-05-10 23:00:00,60.0,63.53,Test Evaluation
2016-05-10 23:10:00,50.0,64.02,Test Evaluation
2016-05-10 23:20:00,60.0,64.18,Test Evaluation
2016-05-10 23:30:00,50.0,62.6,Test Evaluation
2016-05-10 23:40:00,70.0,61.54,Test Evaluation
2016-05-10 23:50:00,50.0,64.37,Test Evaluation
2016-05-11 00:00:00,60.0,50.38,Test Evaluation
2016-05-11 00:10:00,40.0,52.72,Test Evaluation
2016-05-11 00:20:00,50.0,49.44,Test Evaluation
2016-05-11 00:30:00,50.0,49.39,Test Evaluation
2016-05-11 00:40:00,60.0,44.9,Test Evaluation
2016-05-11 00:50:00,50.0,48.48,Test Evaluation
2016-05-11 01:00:00,60.0,46.91,Test Evaluation
2016-05-11 01:10:00,50.0,51.05,Test Evaluation
2016-05-11 01:20:00,60.0,51.52,Test Evaluation
2016-05-11 01:30:00,50.0,52.33,Test Evaluation
2016-05-11 01:40:00,70.0,50.27,Test Evaluation
2016-05-11 01:50:00,50.0,55.47,Test Evaluation
2016-05-11 02:00:00,60.0,52.68,Test Evaluation
2016-05-11 02:10:00,50.0,53.75,Test Evaluation
2016-05-11 02:20:00,60.0,53.95,Test Evaluation
2016-05-11 02:30:00,60.0,55.73,Test Evaluation
2016-05-11 02:40:00,60.0,53.56,Test Evaluation
2016-05-11 02:50:00,50.0,55.75,Test Evaluation
2016-05-11 03:00:00,60.0,55.06,Test Evaluation
2016-05-11 03:10:00,50.0,56.28,Test Evaluation
2016-05-11 03:20:00,50.0,54.27,Test Evaluation
2016-05-11 03:30:00,50.0,51.15,Test Evaluation
2016-05-11 03:40:00,50.0,51.37,Test Evaluation
2016-05-11 03:50:00,60.0,50.54,Test Evaluation
2016-05-11 04:00:00,50.0,51.15,Test Evaluation
2016-05-11 04:10:00,50.0,53.88,Test Evaluation
2016-05-11 04:20:00,50.0,52.82,Test Evaluation
2016-05-11 04:30:00,50.0,52.48,Test Evaluation
2016-05-11 04:40:00,50.0,52.07,Test Evaluation
2016-05-11 04:50:00,60.0,50.66,Test Evaluation
2016-05-11 05:00:00,60.0,55.93,Test Evaluation
2016-05-11 05:10:00,50.0,54.26,Test Evaluation
2016-05-11 05:20:00,60.0,54.78,Test Evaluation
2016-05-11 05:30:00,100.0,55.12,Test Evaluation
2016-05-11 05:40:00,70.0,62.84,Test Evaluation
2016-05-11 05:50:00,70.0,70.38,Test Evaluation
2016-05-11 06:00:00,320.0,62.04,Test Evaluation
2016-05-11 06:10:00,80.0,116.84,Test Evaluation
2016-05-11 06:20:00,60.0,111.11,Test Evaluation
2016-05-11 06:30:00,70.0,97.75,Test Evaluation
2016-05-11 06:40:00,60.0,101.32,Test Evaluation
2016-05-11 06:50:00,70.0,100.55,Test Evaluation
2016-05-11 07:00:00,70.0,45.72,Test Evaluation
2016-05-11 07:10:00,70.0,61.83,Test Evaluation
2016-05-11 07:20:00,80.0,64.14,Test Evaluation
2016-05-11 07:30:00,70.0,65.01,Test Evaluation
2016-05-11 07:40:00,70.0,66.27,Test Evaluation
2016-05-11 07:50:00,100.0,68.91,Test Evaluation
2016-05-11 08:00:00,410.0,72.09,Test Evaluation
2016-05-11 08:10:00,270.0,142.97,Test Evaluation
2016-05-11 08:20:00,60.0,172.28,Test Evaluation
2016-05-11 08:30:00,70.0,154.76,Test Evaluation
2016-05-11 08:40:00,80.0,157.1,Test Evaluation
2016-05-11 08:50:00,80.0,154.07,Test Evaluation
2016-05-11 09:00:00,40.0,85.91,Test Evaluation
2016-05-11 09:10:00,50.0,58.3,Test Evaluation
2016-05-11 09:20:00,70.0,71.16,Test Evaluation
2016-05-11 09:30:00,70.0,67.22,Test Evaluation
2016-05-11 09:40:00,90.0,64.08,Test Evaluation
2016-05-11 09:50:00,70.0,65.69,Test Evaluation
2016-05-11 10:00:00,60.0,72.4,Test Evaluation
2016-05-11 10:10:00,50.0,72.64,Test Evaluation
2016-05-11 10:20:00,70.0,67.25,Test Evaluation
2016-05-11 10:30:00,90.0,69.87,Test Evaluation
2016-05-11 10:40:00,60.0,78.4,Test Evaluation
2016-05-11 10:50:00,50.0,67.76,Test Evaluation
2016-05-11 11:00:00,50.0,70.48,Test Evaluation
2016-05-11 11:10:00,60.0,69.93,Test Evaluation
2016-05-11 11:20:00,60.0,68.07,Test Evaluation
2016-05-11 11:30:00,50.0,62.5,Test Evaluation
2016-05-11 11:40:00,60.0,63.89,Test Evaluation
2016-05-11 11:50:00,50.0,65.3,Test Evaluation
2016-05-11 12:00:00,70.0,66.15,Test Evaluation
2016-05-11 12:10:00,50.0,67.6,Test Evaluation
2016-05-11 12:20:00,60.0,63.42,Test Evaluation
2016-05-11 12:30:00,50.0,66.62,Test Evaluation
2016-05-11 12:40:00,60.0,66.21,Test Evaluation
2016-05-11 12:50:00,50.0,69.51,Test Evaluation
2016-05-11 13:00:00,70.0,64.77,Test Evaluation
2016-05-11 13:10:00,70.0,70.53,Test Evaluation
2016-05-11 13:20:00,80.0,73.07,Test Evaluation
2016-05-11 13:30:00,60.0,79.01,Test Evaluation
2016-05-11 13:40:00,90.0,76.69,Test Evaluation
2016-05-11 13:50:00,70.0,83.44,Test Evaluation
2016-05-11 14:00:00,90.0,81.47,Test Evaluation
2016-05-11 14:10:00,70.0,86.35,Test Evaluation
2016-05-11 14:20:00,90.0,84.23,Test Evaluation
2016-05-11 14:30:00,70.0,88.98,Test Evaluation
2016-05-11 14:40:00,80.0,84.15,Test Evaluation
2016-05-11 14:50:00,80.0,86.9,Test Evaluation
2016-05-11 15:00:00,80.0,84.67,Test Evaluation
2016-05-11 15:10:00,80.0,88.08,Test Evaluation
2016-05-11 15:20:00,80.0,84.88,Test Evaluation
2016-05-11 15:30:00,70.0,86.93,Test Evaluation
2016-05-11 15:40:00,80.0,84.78,Test Evaluation
2016-05-11 15:50:00,70.0,86.07,Test Evaluation
2016-05-11 16:00:00,70.0,86.42,Test Evaluation
2016-05-11 16:10:00,70.0,83.62,Test Evaluation
2016-05-11 16:20:00,80.0,79.41,Test Evaluation
2016-05-11 16:30:00,70.0,78.7,Test Evaluation
2016-05-11 16:40:00,80.0,72.25,Test Evaluation
2016-05-11 16:50:00,80.0,72.84,Test Evaluation
2016-05-11 17:00:00,70.0,73.0,Test Evaluation
2016-05-11 17:10:00,90.0,71.81,Test Evaluation
2016-05-11 17:20:00,80.0,74.9,Test Evaluation
2016-05-11 17:30:00,100.0,76.85,Test Evaluation
2016-05-11 17:40:00,110.0,81.72,Test Evaluation
